"match_id","stage","group","matchday","date","home_team","away_team","home_display","away_display","kickoff_local","venue_name","host_city","host_country","is_completed","match_status","actual_home_goals","actual_away_goals","actual_score","home_goals_expected","away_goals_expected","win_probability","draw_probability","loss_probability","predicted_outcome","most_likely_score","most_likely_score_probability","rounded_expected_score","over_2_5_probability","under_2_5_probability","both_teams_to_score_probability","prematch_home_goals_expected","prematch_away_goals_expected","prematch_win_probability","prematch_draw_probability","prematch_loss_probability","prematch_predicted_outcome","prematch_most_likely_score","prematch_most_likely_score_probability","prematch_rounded_expected_score","prematch_over_2_5_probability","prematch_under_2_5_probability","prematch_both_teams_to_score_probability","prematch_generated_at","prematch_feature_cutoff_date","prematch_actual_results_cutoff_date","prematch_forecast_source","prematch_forecast_available"
"GJ03","group","J",2,"2026-06-22","Argentina","Austria","Argentina","Austria","12:00","AT&T Stadium","Arlington","United States",FALSE,"scheduled",NA,NA,NA,1.95825,0.90719,0.59341,0.21709,0.1895,"home_win","1-0",0.11758,"2-1",0.52113,0.47887,0.46274,1.95825,0.90719,0.59341,0.21709,0.1895,"home_win","1-0",0.11758,"2-1",0.52113,0.47887,0.46274,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GJ04","group","J",2,"2026-06-22","Jordan","Algeria","Jordan","Algeria","20:00","Levi's Stadium","Santa Clara","United States",FALSE,"scheduled",NA,NA,NA,0.96461,1.82729,0.21888,0.23142,0.5497,"away_win","0-1",0.11442,"1-2",0.504819999999999,0.49518,0.46762,0.96461,1.82729,0.21888,0.23142,0.5497,"away_win","0-1",0.11442,"1-2",0.504819999999999,0.49518,0.46762,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GJ05","group","J",3,"2026-06-27","Algeria","Austria","Algeria","Austria","21:00","Arrowhead Stadium","Kansas City","United States",FALSE,"scheduled",NA,NA,NA,1.34416,1.29809,0.38517,0.25493,0.3599,"home_win","1-1",0.10665,"1-1",0.47494,0.52506,0.48248,1.34416,1.29809,0.38517,0.25493,0.3599,"home_win","1-1",0.10665,"1-1",0.47494,0.52506,0.48248,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GJ06","group","J",3,"2026-06-27","Jordan","Argentina","Jordan","Argentina","21:00","AT&T Stadium","Arlington","United States",FALSE,"scheduled",NA,NA,NA,0.66613,2.66236,0.0961,0.15663,0.74727,"away_win","0-2",0.11468,"1-3",0.598589999999999,0.40141,0.41423,0.66613,2.66236,0.0961,0.15663,0.74727,"away_win","0-2",0.11468,"1-3",0.598589999999999,0.40141,0.41423,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GK01","group","K",1,"2026-06-17","Portugal","DR Congo","Portugal","DR Congo","12:00","NRG Stadium","Houston","United States",TRUE,"final",1,1,"1-1",1,1,0,1,0,"draw","1-1",1,"1-1",0,1,1,1.9419931656849,0.909262763755542,0.59195287615693,0.217307990094243,0.190739133748829,"home_win","1-0",0.118383638486543,"2-1",0.518746238964833,0.481253761035168,0.461327807901745,"2026-06-17 19:17:18.308441","2026-06-16","2026-06-17","dashboard_archive",TRUE
"GK02","group","K",1,"2026-06-17","Uzbekistan","Colombia","Uzbekistan","Colombia","20:00","Estadio Azteca","Mexico City","Mexico",TRUE,"final",1,3,"1-3",1,3,0,0,1,"away_win","1-3",1,"1-3",1,0,1,1.06753,1.65361,0.26539,0.2394,0.49521,"away_win","0-1",0.11184,"1-2",0.49015,0.50985,0.47248,"2026-06-18 05:14:40.572495","2026-06-17","2026-06-18","dashboard_archive",TRUE
"GK03","group","K",2,"2026-06-23","Portugal","Uzbekistan","Portugal","Uzbekistan","12:00","NRG Stadium","Houston","United States",FALSE,"scheduled",NA,NA,NA,1.91992,0.91863,0.58626,0.21815,0.19559,"home_win","1-0",0.11856,"2-1",0.51647,0.48353,0.46247,1.91992,0.91863,0.58626,0.21815,0.19559,"home_win","1-0",0.11856,"2-1",0.51647,0.48353,0.46247,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GK04","group","K",2,"2026-06-23","Colombia","DR Congo","Colombia","DR Congo","20:00","Estadio Akron","Zapopan","Mexico",FALSE,"scheduled",NA,NA,NA,1.71014,1.03484,0.51738,0.23723,0.24539,"home_win","1-0",0.11593,"2-1",0.49704,0.50296,0.47628,1.71014,1.03484,0.51738,0.23723,0.24539,"home_win","1-0",0.11593,"2-1",0.49704,0.50296,0.47628,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GK05","group","K",3,"2026-06-27","Colombia","Portugal","Colombia","Portugal","19:30","Hard Rock Stadium","Miami Gardens","United States",FALSE,"scheduled",NA,NA,NA,1.20037,1.47523,0.32123,0.24873,0.43004,"away_win","0-1",0.1053,"1-1",0.48167,0.51833,0.48181,1.20037,1.47523,0.32123,0.24873,0.43004,"away_win","0-1",0.1053,"1-1",0.48167,0.51833,0.48181,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GK06","group","K",3,"2026-06-27","DR Congo","Uzbekistan","DR Congo","Uzbekistan","19:30","Mercedes-Benz Stadium","Atlanta","United States",FALSE,"scheduled",NA,NA,NA,1.34513,1.31944,0.38145,0.25225,0.3663,"home_win","1-1",0.10445,"1-1",0.47972,0.52028,0.48267,1.34513,1.31944,0.38145,0.25225,0.3663,"home_win","1-1",0.10445,"1-1",0.47972,0.52028,0.48267,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GL01","group","L",1,"2026-06-17","Ghana","Panama","Ghana","Panama","19:00","BMO Field","Toronto","Canada",TRUE,"final",1,0,"1-0",1,0,1,0,0,"home_win","1-0",1,"1-0",0,1,0,1.15155,1.53462,0.30043,0.24838,0.45119,"away_win","0-1",0.10828,"1-2",0.48416,0.51584,0.48087,"2026-06-18 02:39:09.329866","2026-06-17","2026-06-18","dashboard_archive",TRUE
"GL02","group","L",1,"2026-06-17","England","Croatia","England","Croatia","15:00","AT&T Stadium","Arlington","United States",TRUE,"final",4,2,"4-2",4,2,1,0,0,"home_win","4-2",1,"4-2",1,0,1,1.70444167764109,1.03705904484681,0.517036233465571,0.236607210257754,0.246356556276675,"home_win","1-0",0.115580418619138,"2-1",0.496385268027797,0.503614731972203,0.474397349125988,"2026-06-18 00:03:16.811674","2026-06-16","2026-06-17","dashboard_archive",TRUE
"GL03","group","L",2,"2026-06-23","England","Ghana","England","Ghana","16:00","Gillette Stadium","Foxborough","United States",FALSE,"scheduled",NA,NA,NA,2.2907,0.76909,0.68252,0.18563,0.13185,"home_win","1-0",0.11745,"2-1",0.55794,0.44206,0.43791,2.2907,0.76909,0.68252,0.18563,0.13185,"home_win","1-0",0.11745,"2-1",0.55794,0.44206,0.43791,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GL04","group","L",2,"2026-06-23","Panama","Croatia","Panama","Croatia","19:00","BMO Field","Toronto","Canada",FALSE,"scheduled",NA,NA,NA,1.01292,1.75441,0.23849,0.23562,0.52589,"away_win","0-1",0.11226,"1-2",0.49896,0.50104,0.47231,1.01292,1.75441,0.23849,0.23562,0.52589,"away_win","0-1",0.11226,"1-2",0.49896,0.50104,0.47231,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GL05","group","L",3,"2026-06-27","Panama","England","Panama","England","17:00","MetLife Stadium","East Rutherford","United States",FALSE,"scheduled",NA,NA,NA,0.74378,2.38202,0.1259,0.18179,0.69231,"away_win","0-1",0.1132,"1-2",0.565669999999999,0.43433,0.43378,0.74378,2.38202,0.1259,0.18179,0.69231,"away_win","0-1",0.1132,"1-2",0.565669999999999,0.43433,0.43378,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
"GL06","group","L",3,"2026-06-27","Croatia","Ghana","Croatia","Ghana","17:00","Lincoln Financial Field","Philadelphia","United States",FALSE,"scheduled",NA,NA,NA,1.68879,1.05509,0.50986,0.23662,0.25352,"home_win","1-0",0.11495,"2-1",0.49697,0.50303,0.47598,1.68879,1.05509,0.50986,0.23662,0.25352,"home_win","1-0",0.11495,"2-1",0.49697,0.50303,0.47598,"2026-06-19 07:39:25.147883","2026-06-18","2026-06-19","dashboard_archive",TRUE
